a,b,s,m
2.547697847,0.421291426,1,0.374020635
2.507880269,0.439991195,1,0.49662817
3.279306904,0.83336721,1,0.465587273
2.432123359,0.438398474,1,0.399861319
2.496290094,0.478348629,1,0.401832808
3.983535737,1.195596041,1,0.373135211
5.298945465,1.422008871,1,0.294411757
3.451992422,0.649353537,1,0.337820984
2128.667279,584.642628,1,0.291571796
1.662826463,0.228734233,1,0.494355196
2.585260281,0.804516615,1,0.456521025
1.460962594,0.154562486,1,0.476192921
5.169159741,1.526676112,1,0.329878432
3.220265583,0.573406525,1,0.289119682
2.114464297,0.460863445,1,0.407458339
4.028340854,1.048260451,1,0.483550545
7.221484119,2.244268669,1,0.290362366
3.866661673,1.088789384,1,0.390284488
2.34358074,0.553681626,1,0.458643954
3.488450232,0.855323866,1,0.371229116
3.054388807,0.662721822,1,0.293602488
1.787664543,0.354281275,1,0.522465403
4.732510474,1.455419277,1,0.304804103
2.11016639,0.321420668,1,0.446156822
3.877364337,0.826844554,1,0.420745743
2.550305205,0.513525958,1,0.336988523
3.263910504,0.951146561,1,0.422211636
3.776345279,0.938386208,1,0.368910087
1.718805692,0.277987727,1,0.382689239
3.31145704,0.919393277,1,0.44952677
2.62179886,0.654547424,1,0.433431621
3.080786645,0.710416488,1,0.296235929
5523.003585,1569.174192,1,0.34322889
3.616533397,0.921254077,1,0.413275845
2.57544802,0.553619795,1,0.327566771
5.488149751,1.532612784,1,0.393780201
2.019728173,0.409454981,1,0.500706715
1.795378437,0.319576088,1,0.556263383
2.377701148,0.57257551,1,0.524022248
4.41543504,1.356702112,1,0.302279685
3.50229232,0.970197485,1,0.409442385
3.048210436,0.583777224,1,0.334535042
1.486672996,0.117449537,1,0.41679959
4.240254797,1.339502951,1,0.339031505
2.088107045,0.258094582,1,0.458010286
1.696768568,0.215480285,1,0.290174911
2.989431111,0.605379878,1,0.390831935
2.607938499,0.476570554,1,0.401659473
3.032505544,0.612544929,1,0.335751056
10.28552347,2.934155169,1,0.328157739
3.086968387,0.961367822,1,0.445046643
3.787460183,0.821882074,1,0.312653253
1.860377498,0.332933948,1,0.452402415
2.582865636,0.619492969,1,0.4515503
1.957401216,0.241554521,1,0.417901406
1.715405162,0.338799518,1,0.503380157
1.322120274,0.080912778,1,0.421716444
3.503140073,0.930458661,1,0.398873758
2.127721596,0.370418234,1,0.427846906
4.494408748,1.058794707,1,0.39601576
4.112445083,0.858468928,1,0.387897568
5.262652034,1.405904516,1,0.320055139
1.135960324,0.149275653,1,0.547406147
11.58538953,3.339828869,1,0.324209994
2.000133509,0.334057076,1,0.413179012
1.945887289,0.249732642,1,0.447848136
2.378739739,0.509206581,1,0.31682676
1.508393525,0.195571148,1,0.466524743
1.986505861,0.288497384,1,0.38702267
5.518678412,1.345611372,1,0.256714701
2.430623336,0.307676488,1,0.343513784
1.882716051,0.254119957,1,0.25568162
3.291447806,0.920581669,1,0.42786099
2.284807439,0.3407811,1,0.361087351
1.506775528,0.165529039,1,0.41681087
4.336473357,1.448658862,1,0.428515731
2.266231406,0.465315027,1,0.482505188
1.95615675,0.202592517,1,0.311522572
2.056539168,0.347572115,1,0.439135641
2.176896669,0.32133793,1,0.385097888
3.826966539,0.899972674,1,0.364892988
2.953209174,0.779937225,1,0.44782375
4.433212677,0.919085467,1,0.282834039
2.398986633,0.553942201,1,0.442587536
4.151735305,1.062594865,1,0.327116436
2.782152825,0.741332282,1,0.39506311
2.986728718,0.719180003,1,0.360633969
1.800055084,0.272378793,1,0.419349906
2.294428786,0.496926217,1,0.415106492
1.34473074,0.106423357,1,0.497266009
2.337992502,0.657376239,1,0.425943751
2.367181662,0.437189041,1,0.450137563
1.332946536,0.155161169,1,0.529512015
1.904691947,0.311968879,1,0.423341742
4.169353898,1.012173287,1,0.390307855
3.251940673,0.816030522,1,0.466760873
2.480263627,0.776264766,1,0.421074374
2.706766913,0.698473982,1,0.462748613
4.020384561,0.738076184,1,0.319487491
1.682170439,0.219132652,1,0.405719597
5.848791692,2.002672521,1,0.347450276
1.685603328,0.311072154,1,0.430638242
1.729793034,0.284663757,1,0.45270019
1.926663884,0.355160377,1,0.546379841
1.957103916,0.306393946,1,0.472921097
2.192425192,0.449746047,1,0.413049387
4.797604337,1.239711149,1,0.311198136
4.831958828,1.03521045,1,0.304988748
2.947082573,0.465913645,1,0.326076423
9139.00854,2411.965211,1,0.249484029
1.677811565,0.157576614,1,0.32742435
4.558936041,1.341005712,1,0.344893422
1.679134657,0.356951757,1,0.512534574
2.784474077,0.572272549,1,0.425956228
3.370032413,0.639959444,1,0.254424406
1.779613641,0.438680877,1,0.4431482
1.537285502,0.286113079,1,0.468701319
2380.447516,659.7055968,1,0.405825107
1.964570599,0.417068579,1,0.486198421
3.205908503,0.730476498,1,0.415437992
3.610432537,0.980679308,1,0.356217426
2.618514655,0.562297629,1,0.508143047
1.347901232,0.122661268,1,0.502361783
1.898419867,0.328725321,1,0.493972116
4.267218349,1.314706698,1,0.410646672
2.27949625,0.481801298,1,0.370893004
2.05825191,0.282839363,1,0.382340929
4.246682653,0.964863864,1,0.362666543
1.908514009,0.282809588,1,0.396525514
2.807317774,0.702970073,1,0.441080853
4.626479009,1.34870924,1,0.429563716
2.110926933,0.322315996,1,0.391719929
2.010340111,0.43084726,1,0.469381583
2.846388612,0.700805769,1,0.348838982
1.52445277,0.215642869,1,0.484400646
2.78473219,0.618232403,1,0.400108558
3.002169922,0.771178011,1,0.400939791
3.895468271,0.880139476,1,0.405442139
3.066989601,0.68757565,1,0.458822833
3.441446552,0.760154179,1,0.442148055
3.196440204,0.690050818,1,0.38598378
2085.363226,650.1257454,1,0.263329686
4.681100872,1.10805229,1,0.354409826
2.977108822,0.626777371,1,0.492491318
3.934257219,1.134801979,1,0.417551966
2.4404004,0.549208242,1,0.504030457
3.605545357,1.146060948,1,0.42465219
3.366055692,0.706474809,1,0.327504812
3.027602709,0.580725718,1,0.356745497
2.692609336,0.591155557,1,0.443538005
3.837916327,0.752319071,1,0.364896316
1.405479329,0.161636237,1,0.458759695
2.560323523,0.527266039,1,0.43148355
2.655061877,0.599431469,1,0.351934709
1.666961672,0.234235603,1,0.47314523
2.177401753,0.311583655,1,0.381885268
4.266678767,1.211573658,1,0.390176889
3.807276639,0.938912036,1,0.349700135
2.719809316,0.508856523,1,0.412413069
2.256180465,0.421029521,1,0.474441282
4.701796715,1.158402426,1,0.420830771
3.778582546,1.327857415,1,0.403636949
2.341893125,0.418377503,1,0.324694364
1.86488796,0.349777923,1,0.40619656
3.246939611,0.765011603,1,0.379979425
2.737665297,0.657155739,1,0.422543066
60731.74843,17560.61434,1,0.353382424
2.456064319,0.517249376,1,0.4822917
3.067378757,0.532004905,1,0.37344731
2.921431247,0.664912027,1,0.318309987
2.759116272,0.633143686,1,0.375727866
3.641810113,1.130938687,1,0.375516157
1.657910289,0.21578175,1,0.484958613
2.213145906,0.486023223,1,0.419506507
3.13257201,0.886188965,1,0.476410478
2.617604069,0.368208094,1,0.243291252
1.87468777,0.32509281,1,0.47847884
2.268819531,0.391243019,1,0.450726544
2.923667131,0.613226032,1,0.439411235
3.175843435,0.698459277,1,0.395993184
2.593606924,0.51207971,1,0.316416947
1.994034314,0.379156712,1,0.396806598
2.226015466,0.324112871,1,0.325167697
3.56875023,0.763383033,1,0.298374897
3.069085265,0.812441162,1,0.376943943
1.930561988,0.413254559,1,0.503261594
2.636965839,0.437028567,1,0.335104571
3.177439621,0.76920595,1,0.450345116
2.425318464,0.585130676,1,0.464281937
9.076915259,2.58643416,1,0.371274896
3.572798469,0.934575834,1,0.352916334
2.493248905,0.307787988,1,0.219605796
4.209170915,1.320228574,1,0.311570781
2.783620258,0.724535002,1,0.460128707
2.231439999,0.475178123,1,0.568535336
2.811418414,0.522153957,1,0.42082584
3.728931149,0.796811236,1,0.496458474
3.550215397,0.863946983,1,0.430723908
3.041435242,0.70388446,1,0.398779348
3.329824373,0.72983443,1,0.335103155
2282.029717,688.3976978,1,0.295042291
2.482780183,0.440044279,1,0.392518831
1.607357829,0.201708846,1,0.461443492
2.321261194,0.474764435,1,0.536055171
4.160581108,0.979667066,1,0.286434262
2.887390928,0.632465595,1,0.351750083
3.85506247,0.916961179,1,0.357137606
3.989435282,1.076526782,1,0.307052483
4.207583762,0.972445115,1,0.311288493
5.143584817,1.209961993,1,0.306803022
2.117994402,0.174178837,1,0.343296058
1.978243462,0.436892227,1,0.545168545
2.227662785,0.459726452,1,0.567666664
3.561283073,0.803193769,1,0.439137508
2.543011159,0.402233357,1,0.451642443
2.541632843,0.47120236,1,0.459287697
2.570374199,0.573405253,1,0.388655404
2.108930581,0.327911376,1,0.373412819
5.709286926,1.488077696,1,0.235602532
2.041651585,0.31954574,1,0.389559092
2.385990731,0.639126752,1,0.450667595
7.157710144,1.979796522,1,0.308724889
2.694581659,0.499311414,1,0.327785679
6.674266379,2.146213947,1,0.433054559
3.101148927,0.698777865,1,0.396518179
236.1707953,84.35474433,1,0.351066886
2.268669221,0.437351848,1,0.418864875
1.952239881,0.318547145,1,0.47084485
2.089497584,0.256433476,1,0.38260817
2.304504008,0.509570396,1,0.436762884
4.277972528,1.075106786,1,0.325651087
2.129103564,0.469148495,1,0.493723702
3.583329271,1.146050076,1,0.348352459
3.382803781,0.904939843,1,0.385087219
2.947477267,0.803921992,1,0.458347869
3.764271349,1.011261746,1,0.400602849
2.386209686,0.492562729,1,0.527333336
4.264709588,1.18270578,1,0.307242105
5.142544626,1.225608651,1,0.323446844
2.041120787,0.424381907,1,0.479962306
1.797916824,0.213528361,1,0.389747101
711.4130215,257.9106744,1,0.579294846
4.174005237,1.24599989,1,0.448626751
4708.097111,1150.166231,1,0.443745839
2.999095359,0.685812833,1,0.432185844
1.72328182,0.298127279,1,0.446405591
3.003913023,0.796077701,1,0.404771093
2.428657261,0.421426769,1,0.419350635
3.38253126,0.720584381,1,0.323323939
3.843266187,0.788588016,1,0.345952194
3.88645079,1.264295661,1,0.492447559
2.120845199,0.375083106,1,0.366803809
3.54898635,0.891552274,1,0.353419259
3.241314741,0.588371462,1,0.404888613
1.945244262,0.240055382,1,0.257125795
3.982950954,1.050967212,1,0.3826815
1.966473525,0.258340182,1,0.360308983
4.139035303,1.599539733,1,0.48954844
2.503743887,0.528543605,1,0.430359456
2.706563336,0.501839654,1,0.444300269
1.911688339,0.31871045,1,0.491819533
3.15807833,0.7219161,1,0.372138563
1369.228413,624.0977738,1,0.417475886
3.112453711,0.600407554,1,0.324509149
766.091583,201.8366836,1,0.509668793
2.717402482,0.377617648,1,0.286858113
2.342791295,0.427041227,1,0.382589156
2.748415001,0.473581756,1,0.325918715
2.614030537,0.529734785,1,0.40482412
1.681556014,0.230488692,1,0.526306233
1.966444979,0.314465253,1,0.426499603
7.333347215,2.299003187,1,0.267411126
3.126919832,0.885087712,1,0.398690133
2.271808674,0.421365023,1,0.333585479
2.72641317,0.62197793,1,0.485969046
2.086724789,0.352484106,1,0.475806028
3.046939881,0.782497051,1,0.439184542
1512.797893,403.8022869,1,0.231622228
2.5967644,0.718447734,1,0.481961302
3.830061432,0.806522513,1,0.253328721
2.025691207,0.485502131,1,0.602895529
1.886555009,0.348961761,1,0.51062536
2.899195132,0.498200646,1,0.30645378
3.124420568,0.662676062,1,0.372944189
1.977408874,0.272665724,1,0.440536463
3.338614927,0.854326268,1,0.405584241
3.145236321,0.619218564,1,0.353148913
4.41428224,1.088663782,1,0.332096073
2.860547061,0.585049281,1,0.370656199
3.566319277,0.868510853,1,0.292379871
4.200159939,1.007736382,1,0.390155666
2.734327118,0.451049952,1,0.395321987
3.484446208,0.934790236,1,0.412442479
1.540205265,0.176100417,1,0.408307931
3.220578903,0.878404863,1,0.461016788
181.7622365,60.276778,1,0.363186274
2.782770658,0.540240596,1,0.398849868
2.428571424,0.618598917,1,0.448501211
3.190469859,0.550412105,1,0.324779983
2.842764155,0.569001554,1,0.287079252
3.704325153,0.936494254,1,0.363429452
2.318333174,0.446559746,1,0.416200789
4.15688267,1.186344387,1,0.412663844
1.963660067,0.288059363,1,0.469208537
2.431006169,0.349523273,1,0.292586282
1.759847904,0.188350769,1,0.418848447
1.602906199,0.244172798,1,0.419641668
1.773242025,0.235877811,1,0.520380095
2.442154237,0.367619657,1,0.507527511
3.923227302,0.961236406,1,0.388688423
5.034198517,1.246460161,1,0.381373296
2.135339651,0.429424794,1,0.473701225
1.904489716,0.269066954,1,0.40195074
3206.176073,895.4524678,1,0.325007389
2.564586395,0.569303049,1,0.461184598
15682.92681,3909.448731,1,0.395162488
3.992913793,1.289290065,1,0.385676891
3.404634939,0.926853937,1,0.381132601
2.391213384,0.508067283,1,0.378105054
1.760941688,0.192472659,1,0.279077015
2.915885562,0.691611525,1,0.436719256
4.34886119,1.207492645,1,0.315066392
2.114502859,0.471808113,1,0.475285569
1.982154781,0.38567683,1,0.529054434
4.471946263,1.180864132,1,0.388130694
2.795835105,0.581612461,1,0.386919742
1.835250289,0.426291024,1,0.496087264
3.04406682,0.776272371,1,0.414084483
2.737899696,0.633920898,1,0.401797342
4.444623371,1.643637851,1,0.401594036
3.128885953,0.771405277,1,0.374114002
1.935641712,0.30615235,1,0.419050188
2.04768536,0.337844384,1,0.402227631
3.269316301,0.691833362,1,0.333024403
2.205848762,0.469739956,1,0.452666137
3.830608545,1.135300305,1,0.355004179
2.559742379,0.630840083,1,0.440897907
2.436611512,0.417685461,1,0.414474696
2.049557052,0.353075988,1,0.49496361
6.528395992,1.639299296,1,0.356237279
2.420765841,0.381340171,1,0.415557216
2.442287025,0.454973026,1,0.382442318
2.083945369,0.263807759,1,0.402247701
2.019228089,0.379205619,1,0.497801153
3.017262542,0.713189568,1,0.419770353
3.99455823,1.277082825,1,0.424065266
3.474885138,0.963459413,1,0.429862014
2.556162425,0.572567073,1,0.451902347
4.023085972,1.284451891,1,0.403885039
4.91259184,1.511182647,1,0.376568867
3.313846707,0.990870983,1,0.469597451
2.566170923,0.520715645,1,0.379421219
4.575983234,1.31410393,1,0.450823469
1.896711346,0.356567468,1,0.482953233
2.638220738,0.49039807,1,0.355823821
1.75633542,0.285172067,1,0.490970634
2.74831337,0.50509371,1,0.409700929
3.122736335,0.800156096,1,0.454602639
2.9504565,0.600977774,1,0.44732561
2.236901886,0.373613451,1,0.46098504
1.753037444,0.286738259,1,0.52939388
2.450508007,0.447422195,1,0.432139243
3.139668711,0.853797025,1,0.491092788
1.917027453,0.37177898,1,0.495982879
3.0161334,0.640111054,1,0.373006743
2.996488955,0.762984038,1,0.450566462
3.125542503,0.69260966,1,0.44338062
3.287407056,0.632594112,1,0.373264895
2.951281413,0.666294687,1,0.473662062
1.632395425,0.141660769,1,0.391892269
2.747281919,0.664095077,1,0.494966804
1.894944966,0.326372726,1,0.510264552
1.966826388,0.235242331,1,0.321875702
3.420563791,0.915294155,1,0.467048897
2.324355973,0.590823273,1,0.490770537
1.991990925,0.270630135,1,0.473130067
2.356994812,0.453812622,1,0.432315226
1.753811865,0.254509993,1,0.495164415
2.23928067,0.655346464,1,0.565669931
2.679515252,0.569669719,1,0.435695419
2.946140324,0.663399151,1,0.381464844
1.964243445,0.415272641,1,0.470019362
2.494026606,0.707864028,1,0.538306516
2704.609784,709.2138256,1,0.325660912
2.629247429,0.493206736,1,0.350307085
1.135082188,0.094194637,1,0.506044983
3.480472024,0.895841032,1,0.377664294
2.65146495,0.32105189,1,0.358415096
1.989605023,0.34735841,1,0.363417582
1.468832685,0.185172021,1,0.437581488
2.837048384,0.727921738,1,0.347750478
3.098729048,0.563506838,1,0.29105312
1.751862813,0.23398578,1,0.434275918
2.622028052,0.676052593,1,0.488807903
1.875158226,0.368545084,1,0.508546056
4.315465295,1.118363168,1,0.31452218
4.543538663,1.489500815,1,0.373733728
1.489446469,0.134052375,1,0.422425922
2.62791967,0.449639739,1,0.221065122
4.072187449,1.018710973,1,0.306553331
2.078651828,0.444049467,1,0.425565032
1.433321747,0.268277866,1,0.577284046
1.412470498,0.22450901,1,0.51396417
3.431398409,0.767971644,1,0.406028963
3.042860628,0.60344424,1,0.314883754
3.003760659,0.836538944,1,0.465518053
2.499105122,0.591726653,1,0.442746434
2.501060205,0.525994126,1,0.357665851
2.36775723,0.397130389,1,0.348291714
2.404383592,0.503613804,1,0.367344027
7.855478036,2.688016226,1,0.305125108
9844.36396,2750.339312,1,0.328282187
2.516632987,0.583458541,1,0.46440709
8.218638462,2.667390042,1,0.340278953
2115.87074,701.3950709,1,0.284625767
4.011062424,1.341482328,1,0.455428378
3.507220338,0.635330553,1,0.342747
7.929887833,2.421871128,1,0.302551989
1.726329083,0.339074698,1,0.539060039
3752.626593,1081.063438,1,0.39022752
4.447273925,1.27500669,1,0.422798661
1.714328233,0.326269699,1,0.464104635
3.854074583,0.943095534,1,0.456630121
2.180647922,0.349057696,1,0.4293804
2.211628339,0.497698816,1,0.471297056
3.89605313,0.913489121,1,0.40617447
2.387259904,0.487685147,1,0.516406117
1.553553429,0.305122632,1,0.438334493
2.924969467,0.851759201,1,0.369407519
3.519702039,0.929688707,1,0.4314655
5.006722808,1.325809723,1,0.342539836
1498.357389,465.9667708,1,0.378210274
2.320526709,0.380096172,1,0.269595681
3.640750371,1.001922837,1,0.375684787
6.233321376,1.459727673,1,0.303214489
1.848762644,0.262207286,1,0.412937338
1.746321359,0.367698122,1,0.525823904
3.326926064,0.823914283,1,0.284907101
2.386721133,0.366407913,1,0.451719507
3.602185213,0.781183248,1,0.321812859
2.000793706,0.301194967,1,0.364624036
4.470309061,1.314161834,1,0.435470853
1.566513991,0.204944262,1,0.499119498
1.769894199,0.174934578,1,0.457897377
2.192614423,0.358454491,1,0.390171414
3.122455368,0.921106493,1,0.435555839
3.176516354,0.778636608,1,0.338330178
2.109311938,0.415575533,1,0.445762617
5.020307565,1.593399415,1,0.419777829
53.67802859,16.57838238,1,0.397757694
1.415456807,0.135318044,1,0.549011658
7.279888697,2.6059441,1,0.292873469
1.737663487,0.172844473,1,0.327504902
2.278242633,0.376758315,1,0.395980776
4.904359096,1.184789184,1,0.315676415
2.672844031,0.602220957,1,0.424145882
4.670604203,1.265144067,1,0.285131896
1.82775394,0.333373805,1,0.381794718
1.864541693,0.235245113,1,0.436291109
2.837181139,0.612452755,1,0.420958094
2.195001679,0.513981964,1,0.451641854
2.634802012,0.590192597,1,0.437987352
1.502448357,0.253982957,1,0.48143719
2.085899624,0.491166339,1,0.451356464
4.041735837,1.136398804,1,0.422948456
3.527972622,0.767762052,1,0.413777409
2.247817245,0.409677787,1,0.354997565
3.272879209,0.724548199,1,0.378649479
7.71457707,1.981627178,1,0.276165276
3.993748537,1.179145906,1,0.515846242
4.005633511,1.114794468,1,0.440403685
1.641908177,0.194097263,1,0.479584236
2.764941074,0.346440056,1,0.335926341
2.429517108,0.551565367,1,0.570749061
2.353726976,0.30538602,1,0.294718539
1.936520526,0.392065757,1,0.481652559
2.526194679,0.485875282,1,0.332520328
2.630194836,0.484127527,1,0.44307661
3.879119706,0.853898347,1,0.395072279
5.106062321,1.271376608,1,0.40411976
3.447428646,0.834531776,1,0.378002823
2.711271485,0.555821777,1,0.473766187
4.389615876,0.993965216,1,0.214530973
1.930623171,0.314355672,1,0.479079259
3.347550154,0.572269259,1,0.338949751
2154.704348,635.6568967,1,0.373750583
2.410511225,0.503708482,1,0.464740655
8.200939285,2.421931309,1,0.393349341
4.943382404,1.225386809,1,0.341176505
1.747574294,0.332361701,1,0.446663433
3.047499106,0.712970236,1,0.382384203
3.54156638,0.699981114,1,0.320797554
2.246554857,0.360064117,1,0.383325979
3.705731351,1.025959475,1,0.467651314
3.437835472,0.692442967,1,0.376297626
2.013889547,0.313181411,1,0.420753278
1.938819133,0.333402216,1,0.420970569
2.097825189,0.455838926,1,0.432309483
3.122664318,0.782574188,1,0.451834591
5.207570333,1.843133391,1,0.35659567
3.976419044,0.956785538,1,0.363157954
1.365349797,0.162670457,1,0.460942271
9.015838934,2.721397515,1,0.277088984
2.75715968,0.727282455,1,0.549426105
2.253442352,0.386424735,1,0.394773789
3.421873159,0.696736705,1,0.313488407
2.28983769,0.483664232,1,0.464995014
2.321296495,0.395028436,1,0.347581451
7.142687138,2.298362159,1,0.26721249
2.288656561,0.521738425,1,0.472396634
2.712542108,0.647767559,1,0.416454684
4.44575035,0.897670752,1,0.30610913
3.114442512,0.845997854,1,0.487171019
2.823616975,0.57035551,1,0.46796128
2.091904492,0.378793184,1,0.456721225
3.392442652,0.893303803,1,0.348298219
2.681021899,0.5434442,1,0.467742285
2.944296148,0.806526779,1,0.408101994
2.815585206,0.656779471,1,0.379305807
955.6148383,241.6745767,1,0.49558965
2.497472779,0.490798316,1,0.421214451
2.34749324,0.301816717,1,0.334195175
4.791717267,1.440997129,1,0.334896215
2.419276748,0.474969168,1,0.477158587
4.236443182,1.382191227,1,0.40031278
2.968159799,0.855419768,1,0.462837603
2.765305936,0.55227774,1,0.33524416
2.936169314,0.612140567,1,0.381899836
1.427250128,0.113820162,1,0.504201843
1.974923156,0.235035641,1,0.353193333
2.266216531,0.45706361,1,0.46168882
2.333350019,0.497344084,1,0.420075744
3.930023516,1.116788484,1,0.425693885
346.522046,86.13509943,1,0.50022419
3.235925675,0.51303913,1,0.364085969
3.856417844,0.8653294,1,0.354657686
3.450282049,1.077606965,1,0.381746618
2.438859056,0.380865503,1,0.336909124
2.829637418,0.807597969,1,0.337559977
3.521198641,1.105298377,1,0.420844549
2.219055145,0.466345004,1,0.467454014
3.591323513,0.878988554,1,0.367319424
3.159797583,0.664916752,1,0.323989098
2.216012839,0.354952837,1,0.442808251
3.397420425,0.785477217,1,0.446010866
2.261433174,0.52440185,1,0.478713518
3.312802644,0.525410753,1,0.39100694
2.357952279,0.433796205,1,0.412035481
4.072750253,1.06521866,1,0.350566167
4.350779783,1.339870549,1,0.419564894
5.543441553,1.453935603,1,0.402524583
1.47162427,0.318665442,1,0.493909905
3.035153048,0.705044277,1,0.402342363
2.775091482,0.605887593,1,0.288437467
2655.785243,699.3379384,1,0.363670147
1.791939818,0.303227106,1,0.445895287
2.729924639,0.588312957,1,0.41873702
2.239687957,0.434290889,1,0.424459029
2.405964677,0.439459183,1,0.478190332
4.165517279,0.989725216,1,0.284623655
2.603014224,0.483074271,1,0.423126582
4.106672864,1.52306584,1,0.388703564
2.66739384,0.642558852,1,0.429494864
8.90783805,2.672152223,1,0.322870191
3.234345354,0.701827537,1,0.476705071
1.912107503,0.324165096,1,0.43513139
4.812995035,1.045109604,1,0.371645266
2.462347067,0.398127645,1,0.450148999
3.436171458,0.74531379,1,0.326846864
3.423288777,1.017558479,1,0.403480961
1.996054424,0.3848865,1,0.543031269
1.640029779,0.191850398,1,0.412045415
1.688148364,0.14003251,1,0.426158516
4.871950738,1.166293987,1,0.354024246
2.343453645,0.514113554,1,0.457078625
3.246640829,0.666529385,1,0.364371621
3.85296171,1.104801589,1,0.381570883
3.328217265,0.632088872,1,0.234599234
5.490823945,1.370873936,1,0.503108192
2.791393039,0.657767542,1,0.398984675
3.820713389,0.975996409,1,0.388633886
2.252709848,0.359900597,1,0.312972537
3.630747628,0.616104938,1,0.248954249
1.344888935,0.135901941,1,0.540617826
2.806980601,0.565352716,1,0.371041418
3.749609051,0.905842858,1,0.41715807
3.23632874,0.665607032,1,0.294628272
1.783349085,0.193886024,1,0.428688768
1.972398733,0.228344623,1,0.333050109
5.221780607,1.009390249,1,0.365199258
2.257523561,0.391414513,1,0.442386798
4.134919257,0.988504758,1,0.362501297
5.064865335,1.548051892,1,0.344192665
1.636862144,0.245983829,1,0.506855915
2.006862542,0.325334507,1,0.418946561
2.679984904,0.517522831,1,0.345279451
3.923162965,0.841907942,1,0.340944115
3.707040001,0.863043809,1,0.311742769
3.029887987,0.593748783,1,0.433093563
4.197667336,1.257329418,1,0.377751977
2.891884049,0.766737175,1,0.308958559
1.982331938,0.34118279,1,0.40079934
2.935945285,0.520824408,1,0.333231239
2.359275872,0.42678519,1,0.412967558
2.93656465,0.761810245,1,0.433146297
2.581482865,0.651416773,1,0.45624557
2.138274755,0.472006382,1,0.485980579
2.908679796,0.653360214,1,0.232410649
5.149385972,1.666541103,1,0.255784974
3.868353154,0.941885158,1,0.367387237
3.897382896,0.947371817,1,0.297674193
1.75294776,0.270174209,1,0.458369956
2.902008113,0.539787,1,0.298620996
3.035207276,0.803889409,1,0.380850569
3.518580403,0.775898549,1,0.385320663
3.241843622,0.615548327,1,0.315577649
2.844455961,0.52844492,1,0.362387504
2.810854222,0.528103042,1,0.45489005
4.861645671,1.622686782,1,0.353637818
36.60267491,10.39522517,1,0.45541654
3.300108921,0.826096465,1,0.451252508
1.796079748,0.246139894,1,0.424759013
3.862391895,1.218807006,1,0.426574547
2.263856158,0.522178146,1,0.478378506
2.60766244,0.512473604,1,0.39979656
1.45553936,0.241270799,1,0.525309765
4.179845341,1.159190186,1,0.413760395
3.148807195,0.789235805,1,0.363500721
1.910694726,0.286691301,1,0.496521314
2.758361975,0.685312363,1,0.373607692
3.30606525,0.932824135,1,0.278269859
1.914947728,0.262140601,1,0.485445941
1.776357872,0.276774698,1,0.466136904
1.783879829,0.254194177,1,0.362643775
5.695188563,1.983806821,1,0.33852843
2.23299651,0.391524063,1,0.383107784
2.410928916,0.623524808,1,0.512228557
3.449036938,0.803208695,1,0.43034923
3.131790044,0.763140669,1,0.467112289
1.464196366,0.134508663,1,0.415126543
3.424187956,0.922906061,1,0.407866845
2.827787868,0.760677978,1,0.453447854
3.248009263,0.74329343,1,0.358523918
2.777127382,0.37139922,1,0.281060842
2.009096434,0.360642371,1,0.432073603
2.63960025,0.480314982,1,0.372393003
1.803692864,0.185148557,1,0.345839435
4.55256849,1.042238039,1,0.411212052
2.379283307,0.383737316,1,0.392340791
1.248196625,0.095608672,1,0.505015855
3.565447605,0.782166192,1,0.306665348
3.096962093,0.801099999,1,0.245372202
1.941263213,0.20556745,1,0.430845503
2.388523124,0.578536949,1,0.532228202
2.51448633,0.597311323,1,0.465854589
2.238789715,0.35856638,1,0.358149813
2.802492032,0.718494305,1,0.452938994
3.23367437,0.764570566,1,0.442816259
3.968346165,0.871166145,1,0.389012404
7.522568555,2.180328503,1,0.287289846
1.56396958,0.216505981,1,0.411978521
2.875146387,0.598794969,1,0.372172296
2.756128487,0.530456827,1,0.354977059
1.719513164,0.255633536,1,0.492652084
2.066001123,0.464128437,1,0.532180548
1.631830074,0.157413098,1,0.429378972
3.651330682,0.642319625,1,0.384892392
3.128391946,0.600533873,1,0.291255859
3.379588447,0.792519694,1,0.339481785
2.548968838,0.605038984,1,0.480477692
553.5185965,147.6271595,1,0.50875105
3.459187883,0.753841039,1,0.369167903
3.696057014,0.697532516,1,0.276361049
8.247958381,2.669291704,1,0.314800752
2.588820768,0.509374384,1,0.344223389
4.707565219,1.424414061,1,0.347379924
46.06160708,14.61139803,1,0.348042539
4.204259777,1.189049275,1,0.414188205
3.92975078,0.956404085,1,0.337729267
2.08398593,0.218137463,1,0.329834469
2.182611058,0.463334491,1,0.502551779
5.159958372,1.202904295,1,0.355616927
3.01419758,0.521635221,1,0.297286474
2.808315701,0.660115187,1,0.440479692
3.04939436,0.666294591,1,0.395780166
3.803945329,0.968299101,1,0.286115928
2.924208458,0.503916496,1,0.35304709
2.375804461,0.553339022,1,0.416838487
47981.62846,12880.16773,1,0.310535685
3.900772278,0.929235204,1,0.398153692
4.215901221,1.214514406,1,0.390811974
2.245256276,0.376725397,1,0.429169707
3.29510618,1.241141046,1,0.487538556
3.758705093,0.831182713,1,0.441713254
2.736518268,0.537061408,1,0.431119908
2.060746573,0.467724338,1,0.443886527
2.530881971,0.823391606,1,0.517632116
2.792856905,0.453980953,1,0.411257497
2.278840115,0.402829737,1,0.424543455
